# nhmmer :: search a DNA model, alignment, or sequence against a DNA database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query file:                      /opt/nesi/CS400_centos7_bdw/CheckM/1.2.3-foss-2023a-Python-3.11.6/data/hmms_ssu/SSU_bacteria.hmm
# target sequence database:        -
# output directed to file:         /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.txt
# hits tabular output:             /nesi/nobackup/uoo04534/Norway/7_quality_second_check/6109_072_S129/ssu_finder/ssu.bacteria.table.txt
# show alignments in output:       no
# sequence reporting threshold:    E-value <= 1e-05
# number of worker threads:        16
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       bacteria  [M=1523]
Scores for complete hits:
    E-value  score  bias  Sequence                              start    end  Description
    ------- ------ -----  --------                              -----  -----  -----------
          0 1381.3  33.4  NODE_3693_length_2416_cov_4.865327      472   2019 
 !  231.3   9.2   5.6e-67       646       897 ..       258         1 ..       261         1 ..       261    0.96

>> NODE_556752_length_234_cov_9.063694  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  229.6   7.9   1.8e-66       330       563 ..         1       234 []         1       234 []       234    0.99

>> NODE_547273_length_370_cov_2.573379  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  228.3  13.0   4.5e-66        34       340 ..        34       370 .]        13       370 .]       370    0.88

>> NODE_17366_length_1316_cov_1.449556  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  227.9  14.7     6e-66        31       345 ..       966      1316 .]       946      1316 .]      1316    0.86

>> NODE_556404_length_267_cov_1.673684  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  227.4  11.7   8.7e-66       497       762 ..       267         1 ..       267         1 ..       267    0.99

>> NODE_555772_length_344_cov_3.202247  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  226.8  10.0   1.3e-65        38       341 ..         5       344 .]         1       344 []       344    0.86

>> NODE_556429_length_264_cov_14.780749  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  225.4   5.0   3.3e-65       940      1202 ..       264         1 ..       264         1 ..       264    0.97

>> NODE_556728_length_236_cov_10.798742  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  224.5   5.7   6.5e-65       851      1085 ..         1       236 []         1       236 []       236    0.97

>> NODE_556708_length_237_cov_8.731250  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  224.0   4.9   9.2e-65       851      1084 ..       237         1 ..       237         1 ..       237    0.92

>> NODE_556542_length_252_cov_10.765714  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  223.2   8.9   1.6e-64       304       541 ..       252         1 ..       252         1 ..       252    0.96

>> NODE_51786_length_869_cov_2.073232  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  222.2  11.5   3.2e-64        30       345 ..       350         1 ..       370         1 ..       869    0.86

>> NODE_556727_length_236_cov_14.660377  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  221.8   6.9   4.2e-64       849      1083 ..         3       236 .]         1       236 []       236    0.92

>> NODE_555888_length_328_cov_14.051793  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  221.0  11.4   7.4e-64        88       380 ..       328         2 ..       328         1 ..       328    0.87

>> NODE_58759_length_830_cov_3.262948  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  220.9  12.5   7.7e-64        29       335 ..       488       830 .]       466       830 .]       830    0.85

>> NODE_555989_length_318_cov_3.290456  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  218.9  13.5   3.1e-63        50       345 ..       318         1 ..       318         1 ..       318    0.91

>> NODE_556864_length_225_cov_13.155405  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  218.2   3.8   4.9e-63       859      1082 ..       225         1 ..       225         1 ..       225    0.97

>> NODE_555788_length_341_cov_3.284091  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  217.4  15.5   9.1e-63        42       345 ..         1       341 []         1       341 []       341    0.86

>> NODE_556762_length_233_cov_4.185897  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  216.8   3.6   1.3e-62       859      1085 ..         1       232 [.         1       233 []       233    0.89

>> NODE_556875_length_224_cov_12.435374  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  214.4   4.2     7e-62       759       970 ..       223         8 ..       224         2 ..       224    0.95

>> NODE_556780_length_232_cov_37.541935  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  214.4  12.5   7.2e-62       227       451 ..         1       225 [.         1       231 [.       232    0.99

>> NODE_556754_length_234_cov_4.414013  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  214.2   6.5   7.9e-62      1026      1257 ..         1       233 [.         1       234 []       234    0.99

>> NODE_556813_length_229_cov_2.888158  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  211.2   7.1   6.6e-61      1182      1409 ..       229         2 ..       229         1 ..       229    0.99

>> NODE_556828_length_227_cov_17.273333  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  210.8   6.8   8.9e-61       688       910 ..         2       227 .]         1       227 []       227    0.97

>> NODE_556082_length_308_cov_3.679654  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  209.3   9.0   2.5e-60        75       356 ..       308         1 ..       308         1 ..       308    0.89

>> NODE_543991_length_371_cov_1.241497  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  209.1  13.4   2.8e-60        29       328 ..        34       371 .]        14       371 .]       371    0.87

>> NODE_556398_length_268_cov_3.204188  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  208.0   5.3   6.1e-60      1245      1509 ..       268         3 ..       268         1 ..       268    0.95

>> NODE_556296_length_280_cov_5.477833  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  207.5  11.5   8.4e-60      1228      1503 ..         2       278 ..         1       280 []       280    0.98

>> NODE_557121_length_209_cov_1.492424  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  202.8   5.7   2.3e-58       722       925 ..       206         1 ..       209         1 ..       209    0.97

>> NODE_557164_length_206_cov_3.341085  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  202.2   7.9   3.4e-58       725       927 ..         1       206 []         1       206 []       206    0.97

>> NODE_556506_length_255_cov_8.016854  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  202.1   9.1   3.7e-58       453       697 ..        10       254 ..         2       255 .]       255    0.98

>> NODE_557230_length_203_cov_1.769841  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
   ------ ----- ---------   -------   -------    --------- ---------    --------- ---------    ---------    ----
 !  201.5   5.0   5.5e-58      1013      1212 ..         1       201 [.         1       203 []       203    0.99

>> NODE_557015_length_215_cov_2.275362  
    score  bias    Evalue   hmmfrom    hmm to     alifrom    ali to      envfrom    env to       sq len      acc
